,Gold_Price,Real_Interest_Rate
2020-12-13,1852.08,-0.96
2020-12-20,1865.1599999999999,-0.994
2020-12-27,1878.6,-1.0125
2021-01-03,1887.95,-1.0350000000000001
2021-01-10,1911.72,-1.022
2021-01-17,1846.2400000000002,-0.9460000000000001
2021-01-24,1857.2,-0.9975
2021-01-31,1848.592,-1.036
2021-02-07,1827.3200000000002,-1.026
2021-02-14,1832.8799999999999,-1.036
2021-02-21,1781.05,-0.8825000000000001
2021-02-28,1783.28,-0.736
2021-03-07,1714.3200000000002,-0.71
2021-03-14,1711.8200000000002,-0.674
2021-03-21,1732.28,-0.626
2021-03-28,1730.8559999999998,-0.67
2021-04-04,1710.49,-0.636
2021-04-11,1743.28,-0.6519999999999999
2021-04-18,1752.72,-0.712
2021-04-25,1780.3799999999999,-0.75
2021-05-02,1773.7599999999998,-0.77
2021-05-09,1799.8200000000002,-0.8480000000000001
2021-05-16,1831.72,-0.876
2021-05-23,1875.14,-0.8320000000000001
2021-05-30,1897.4720000000002,-0.8320000000000001
2021-06-06,1895.05,-0.83
2021-06-13,1892.94,-0.844
2021-06-20,1825.5,-0.8019999999999999
2021-06-27,1779.64,-0.806
2021-07-04,1775.2,-0.86
2021-07-11,1801.775,-0.9299999999999999
2021-07-18,1816.9599999999998,-0.978
2021-07-25,1806.2400000000002,-1.024
2021-08-01,1809.288,-1.14
2021-08-08,1802.28,-1.136
2021-08-15,1746.22,-1.056
2021-08-22,1783.6599999999999,-1.054
2021-08-29,1801.86,-1.02
2021-09-05,1816.06,-1.036
2021-09-12,1801.3400000000001,-1.0350000000000001
2021-09-19,1778.78,-1.02
2021-09-26,1762.4,-0.9339999999999999
2021-10-03,1744.868,-0.8560000000000001
2021-10-10,1761.3799999999999,-0.8939999999999999
2021-10-17,1775.1799999999998,-0.9575
2021-10-24,1779.86,-0.9400000000000001
2021-10-31,1797.1,-1.03
2021-11-07,1791.8799999999999,-0.984
2021-11-14,1847.9,-1.1425
2021-11-21,1860.78,-1.116
2021-11-28,1790.365,-0.9924999999999999
2021-12-05,1778.172,-1.042
2021-12-12,1782.2400000000002,-0.9879999999999999
2021-12-19,1785.64,-0.9560000000000001
2021-12-26,1803.4333333333334,-0.975
2022-01-02,1813.64,-1.022
2022-01-09,1805.28,-0.8300000000000001
2022-01-16,1816.5,-0.724
2022-01-23,1832.5,-0.5625
2022-01-30,1820.828,-0.608
2022-02-06,1803.964,-0.588
2022-02-13,1833.1599999999999,-0.47000000000000003
2022-02-20,1879.78,-0.462
2022-02-27,1906.3,-0.5525
2022-03-06,1933.86,-0.86
2022-03-13,2002.56,-0.95
2022-03-20,1934.44,-0.704
2022-03-27,1940.94,-0.5559999999999999
2022-04-03,1933.768,-0.476
2022-04-10,1933.6,-0.242
2022-04-17,1971.7599999999998,-0.10500000000000001
2022-04-24,1956.7,-0.068
2022-05-01,1898.36,-0.06999999999999999
2022-05-08,1872.3,0.166
2022-05-15,1837.22,0.26799999999999996
2022-05-22,1826.42,0.22400000000000003
2022-05-29,1853.152,0.18
2022-06-05,1854.39,0.245
2022-06-12,1856.1200000000001,0.298
2022-06-19,1831.08,0.708
2022-06-26,1835.58,0.62
2022-07-03,1816.8260428571427,0.6599999999999999
2022-07-10,1763.8147000000001,0.64
2022-07-17,1722.9071428571428,0.62
2022-07-24,1712.2495999999999,0.576
2022-07-31,1739.5011200000001,0.32
2022-08-07,1772.13186,0.236
2022-08-14,1793.3579399999999,0.348
2022-08-21,1765.1004399999997,0.39
2022-08-28,1746.0536,0.46399999999999997
2022-09-04,1716.22438,0.662
2022-09-11,1712.45804,0.865
2022-09-18,1692.63758,0.994
2022-09-25,1665.1287799999998,1.212
2022-10-02,1647.7541,1.568
2022-10-09,1710.34178,1.516
2022-10-16,1663.46564,1.615
2022-10-23,1642.8904000000002,1.6620000000000001
2022-10-30,1655.66348,1.574
2022-11-06,1644.78718,1.6280000000000001
2022-11-13,1724.2560799999999,1.615
2022-11-20,1767.0912199999998,1.48
2022-11-27,1747.53524,1.4275
2022-12-04,1772.134,1.3039999999999998
2022-12-11,1782.4368,1.216
2022-12-18,1793.9621,1.306
2022-12-25,1802.16328,1.462
2023-01-01,1811.1704000000002,1.58
2023-01-08,1848.9107199999999,1.4575
2023-01-15,1888.54274,1.304
2023-01-22,1917.4597999999999,1.2625
2023-01-29,1934.3355,1.19
2023-02-05,1915.95754,1.234
2023-02-12,1868.62826,1.356
2023-02-19,1844.4544,1.456
2023-02-26,1826.7967400000002,1.5275
2023-03-05,1834.4033800000002,1.534
2023-03-12,1834.57238,1.5619999999999998
2023-03-19,1928.9798999999998,1.298
2023-03-26,1971.95082,1.248
2023-04-02,1967.8954600000002,1.228
2023-04-09,2008.3611,1.1019999999999999
2023-04-16,2011.6980199999998,1.16
2023-04-23,1996.43788,1.294
2023-04-30,1992.48154,1.218
2023-05-07,2023.5254400000001,1.238
2023-05-14,2023.11946,1.272
2023-05-21,1984.4294000000002,1.3780000000000001
2023-05-28,1958.34908,1.51
2023-06-04,1958.15452,1.4725
2023-06-11,1958.8654999999999,1.532
2023-06-18,1952.65402,1.576
2023-06-25,1931.3017200000002,1.53
2023-07-02,1914.1263999999999,1.576
2023-07-09,1919.8572200000003,1.7175
2023-07-16,1945.8275,1.6440000000000001
2023-07-23,1967.5573,1.53
2023-07-30,1959.41606,1.544
2023-08-06,1945.70322,1.7
2023-08-13,1920.1852,1.7120000000000002
2023-08-20,1896.13736,1.918
2023-08-27,1907.8763999999999,1.932
2023-09-03,1935.64248,1.8719999999999999
2023-09-10,1923.74294,1.9649999999999999
2023-09-17,1915.15472,1.94
2023-09-24,1927.9361000000001,2.028
2023-10-01,1881.3364399999998,2.224
2023-10-08,1824.9508999999998,2.414
2023-10-15,1879.9071,2.3125
2023-10-22,1949.99614,2.434
2023-10-29,1982.91174,2.452
2023-11-05,1988.19264,2.342
2023-11-12,1957.8694199999998,2.234
2023-11-19,1965.95896,2.208
2023-11-26,1987.4105,2.1625
2023-12-03,2028.85914,2.1
2023-12-10,2039.5804799999999,2.0100000000000002
2023-12-17,2008.94846,1.8699999999999999
2023-12-24,2039.64358,1.7120000000000002
2023-12-31,2065.56388,1.6875
2024-01-07,2050.8050200000002,1.7625
2024-01-14,2032.09254,1.7719999999999998
2024-01-21,2028.4550199999999,1.795
2024-01-28,2020.8925199999999,1.846
2024-02-04,2040.5367,1.762
2024-02-11,2030.8864,1.888
2024-02-18,2004.4544999999998,1.966
2024-02-25,2025.6296200000002,1.9775
2024-03-03,2044.62644,1.938
2024-03-10,2145.81392,1.8240000000000003
2024-03-17,2166.7758,1.9120000000000001
2024-03-24,2173.99392,1.9579999999999997
2024-03-31,2201.8695,1.9
2024-04-07,2289.7652000000003,1.9939999999999998
2024-04-14,2347.6359199999997,2.092
2024-04-21,2375.2666600000002,2.218
2024-04-28,2338.28488,2.234
2024-05-05,2310.1870200000003,2.222
2024-05-12,2330.8349399999997,2.15
2024-05-19,2375.2733200000002,2.098
2024-05-26,2377.8504199999998,2.122
2024-06-02,2344.3507600000003,2.2
2024-06-09,2340.8446799999997,2.0439999999999996
2024-06-16,2317.56512,2.086
2024-06-23,2332.0633000000003,2.0225
2024-06-30,2321.36608,2.042
2024-07-07,2353.4542,2.0949999999999998
2024-07-14,2384.7027000000003,1.9899999999999998
2024-07-21,2439.3881800000004,1.918
2024-07-28,2390.89264,1.968
2024-08-04,2425.4369,1.844
2024-08-11,2408.05202,1.81
2024-08-18,2470.1416,1.786
2024-08-25,2506.03582,1.7399999999999998
2024-09-01,2513.9871599999997,1.702
2024-09-08,2500.43514,1.705
2024-09-15,2534.96758,1.6219999999999999
2024-09-22,2584.4695,1.558
2024-09-29,2654.3991,1.594
2024-10-06,2653.37826,1.6300000000000001
2024-10-13,2632.7784199999996,1.762
2024-10-20,2679.98808,1.7650000000000001
2024-10-27,2734.3522,1.9100000000000001
2024-11-03,2757.5207,1.982
2024-11-10,2706.21996,1.998
2024-11-17,2584.1643799999997,2.0925000000000002
2024-11-24,2654.8410599999997,2.07
2024-12-01,2635.6535400000002,1.9775
2024-12-08,2640.8290399999996,1.922
2024-12-15,2681.52906,1.9780000000000002
2024-12-22,2620.5137999999997,2.17
2024-12-29,2620.3713199999997,2.255
2025-01-05,2630.6690000000003,2.2425
2025-01-12,2661.0852,2.2939999999999996
2025-01-19,2690.89422,2.262
2025-01-26,2747.0733,2.205
2025-02-02,2768.6549999999997,2.1420000000000003
2025-02-09,2848.3002800000004,2.056
2025-02-16,2904.27102,2.086
2025-02-23,2928.53694,2.0575
2025-03-02,2903.8691200000003,1.9140000000000001
2025-03-09,2909.20692,1.9100000000000001
2025-03-16,2967.0456,1.972
2025-03-23,3030.00354,1.9600000000000002
2025-03-30,3036.2531000000004,1.9620000000000002
2025-04-06,3101.2744599999996,1.8359999999999999
2025-04-13,3092.6746200000002,2.1119999999999997
2025-04-20,3291.5269,2.135
2025-04-27,3351.17494,2.098
2025-05-04,3284.5422200000003,1.988
2025-05-11,3350.37154,2.058
2025-05-18,3223.36802,2.138
2025-05-25,3297.2289600000004,2.168
2025-06-01,3304.8680200000003,2.11
2025-06-08,3359.22748,2.128
2025-06-15,3367.25038,2.148
2025-06-22,3379.96808,2.09
2025-06-29,3325.17272,2.008
2025-07-06,3315.3458499999997,1.9849999999999999
2025-07-13,3359.4136,2.04
2025-07-20,3339.45535,2.05
2025-07-27,3386.5999199999997,1.982
2025-08-03,3310.26126,1.9460000000000002
2025-08-10,3379.613466666667,1.8699999999999999
2025-08-17,3335.4569,1.9
2025-08-24,3353.3499333333334,1.9280000000000002
2025-08-31,3373.9558,1.83
2025-09-07,3566.83205,1.8025
2025-09-14,3646.9203500000003,1.6960000000000002
2025-09-21,3679.1048499999997,1.702
2025-09-28,3759.5257,1.786
2025-10-05,3872.9961,1.786
2025-10-12,3960.399733333333,1.7920000000000003
2025-10-19,4094.0485,1.7333333333333334
